//ID   Lv   experience formula
1	1	0
2	2	5
3	3	15
4	4	35
5	5	101
6	6	250
7	7	500
8	8	1000
9	9	1974
10	10	3208
11	11	4986
12	12	7468
13	13	10844
14	14	15338
15	15	21210
16	16	28766
17	17	38356
18	18	50382
19	19	65306
20	20	83656
21	21	106032
22	22	133112
23	23	165668
24	24	204564
25	25	250780
26	26	305412
27	27	369692
28	28	444998
29	29	532870
30	30	635026
31	31	753378
32	32	890062
33	33	1047438
34	34	1228138
35	35	1435074
36	36	1671470
37	37	1940892
38	38	2247288
39	39	2595010
40	40	2988860
41	41	3434132
42	42	3936658
43	43	4502856
44	44	5139778
45	45	5855180
46	46	6657576
47	47	7556310
48	48	8561630
49	49	9684764
50	50	10938016
51	51	12334856
52	52	13890020
53	53	15619622
54	54	17541282
55	55	19674240
56	56	22039516
57	57	24660044
58	58	27560852
59	59	30769230
60	60	37746418
61	61	45876427
62	62	59571153
63	63	75703638
64	64	94615279
65	65	116688304
66	66	155291059
67	67	186418013
68	68	238159614
69	69	298622278
70	70	368975850
71	71	450525549
72	72	568409779
73	73	679324744
74	74	806544569
75	75	952091724
76	76	1188099236
77	77	1480429211
78	78	1776125584
79	79	2091634902
80	80	2425349810
81	81	2440895086
82	82	2458896515
83	83	2479742169
84	84	2503881436
85	85	2531834707
86	86	2564204594
87	87	2601688923
88	88	2645095775
89	89	2695360909
90	90	2753567934
91	91	2820971668
92	92	2899025191
93	93	2989411170
94	94	3094078133
95	95	3215282476
96	96	3355637105
97	97	3518167765
98	98	3706378269
99	99	3924326032 
100	100	4176709541
101	101	4298033895
102	102	4420368350
103	103	4543712906
104	104	4668067563
105	105	4793432321
106	106	4919807180
107	107	5047192140
108	108	5175587201
109	109	5304992363
110	110	5435407626
111	111	5566832990
112	112	5699268455
113	113	5832714021
114	114	5967169688
115	115	6102635456
116	116	6239111325
117	117	6376597295
118	118	6515093366
119	119	6654599538
120	120	6795115811
121	121	6936642185
122	122	7079178660
123	123	7222725236
124	124	7367281913
125	125	7512848691
126	126	7659425570
127	127	7807012550
128	128	7955609631
129	129	8105216813
130	130	8255834096
131	131	8407461480
132	132	8560098965
133	133	8713746551
134	134	8868404238
135	135	9024072026
136	136	9180749915
137	137	9338437905
138	138	9497135996
139	139	9656844188
140	140	9817562481
141	141	9979290875
142	142	10142029370
143	143	10305777966
144	144	10470536663
145	145	10636305461
146	146	10803084360
147	147	10970873360
148	148	11139672461
149	149	11309481663
150	150	11480300966
